row  number,age,work sector,salery,savings,Food expenses (month),zip code,other expenses (month),educaion years,economic class
4594,46,E,7931,32258,2114,19866,1514,17,7
4595,34,B,7340,17332,1079,33918,2286,14,6
4596,39,A,5489,31809,1043,19622,1430,17,5
4597,25,E,8558,63681,1886,20722,1503,16,8
4598,44,D,2978,6875,485,28938,1918,16,2
4599,40,C,2876,8671,984,31246,2510,15,1
4600,33,D,1057,1676,570,31973,1454,12,0
4601,38,D,3532,7083,490,32396,1664,12,2
4602,13,A,4316,21932,1386,34335,1682,16,3
4603,39,E,7055,81952,1541,21164,1686,21,6
4604,36,C,3629,510,613,36093,1548,13,3
4605,35,C,3615,7051,902,31454,1834,11,2
4606,34,C,3572,8512,885,17203,1683,10,2
4607,54,A,4795,26021,560,24137,1668,17,4
4608,35,A,4979,18017,1271,34986,1760,14,4
4609,41,A,5203,25437,774,25041,2087,17,4
4610,34,A,5322,29208,550,32207,1988,16,4
4611,36,B,7009,28062,1155,34364,1507,22,6
4612,38,B,6528,21323,1032,23313,1796,15,5
4613,18,A,4635,8994,1243,29758,1797,16,3
4614,37,A,4226,12146,658,26247,1798,19,3
4615,30,A,4971,48748,1200,27176,1987,16,3
4616,52,A,4603,31431,1249,33030,1683,17,3
4617,33,C,3683,11819,783,37339,2160,13,2
4618,47,B,7233,22812,1341,31169,1621,17,6
4619,42,D,2625,5183,519,23613,1536,11,2
4620,44,C,3144,6765,843,41427,1818,14,2
4621,39,B,7659,13279,1097,38764,1448,19,7
4622,39,C,3988,2822,648,39429,2137,16,2
4623,49,A,4723,19261,901,21353,1811,16,3
4624,39,D,1325,1663,482,20474,1266,8,1
4625,35,A,4614,24399,1027,25101,1854,14,3
4626,24,E,9176,58560,1416,24429,1385,22,8
4627,33,C,3343,15806,926,28787,2273,11,2
4628,32,A,5543,26158,1229,34513,1750,16,4
4629,52,C,3810,6727,688,23894,1587,13,3
4630,35,C,4093,3039,730,33663,1710,19,3
4631,46,D,3163,5735,558,36229,2045,11,2
4632,40,A,4760,30623,848,27906,1272,16,4
4633,38,C,4079,5571,789,40495,1963,13,3
4634,43,B,7151,28947,1189,22431,2112,18,6
4635,28,C,2841,8564,813,30173,1244,16,2
4636,40,A,5080,21956,1080,23210,1622,18,4
4637,60,C,2932,8503,764,35076,1343,14,2
4638,30,C,3340,10210,824,22337,1348,12,2
4639,38,E,7165,28317,1248,40892,1534,18,6
4640,53,C,3056,12559,991,24171,2199,14,1
4641,37,B,6703,24502,1143,17949,1530,19,6
4642,50,A,4252,12759,728,23230,1564,16,3
4643,45,A,4669,24467,858,18730,1955,16,3
4644,43,E,6746,27476,1685,17965,2249,18,5
4645,48,A,4755,20737,1235,28211,1359,18,4
4646,31,E,9047,55048,1947,29087,1964,19,8
4647,39,E,8274,25531,1925,35999,1693,19,7
4648,15,D,2513,4523,465,18875,2239,14,1
4649,39,A,4502,20256,717,33199,1892,17,3
4650,28,A,5517,31028,908,32035,1552,17,4
4651,39,C,3983,6786,802,34581,2046,17,2
4652,30,B,6184,14456,1220,23211,884,19,6
4653,31,A,4489,216,1308,25426,2006,19,3
4654,44,E,7908,34315,1532,24348,1986,20,6
4655,36,E,7882,21735,1949,21691,823,22,8
4656,55,E,9821,126681,2114,28750,1432,18,9
4657,59,C,3563,2564,773,24538,1855,13,2
4658,43,B,7940,15748,1322,20163,1898,16,7
4659,41,C,3262,2100,784,23476,1290,12,2
4660,22,C,3543,2853,731,21184,1714,14,2
4661,37,E,7734,73746,1321,39363,1563,14,7
4662,29,D,2785,7188,475,40961,1690,15,2
4663,32,C,3156,5430,921,22649,1593,12,2
4664,36,C,2723,8908,715,25170,1404,13,2
4665,26,B,6610,24295,1269,23677,817,19,6
4666,61,D,1111,1855,488,18806,1363,12,0
4667,28,E,7815,24164,1871,37577,1923,19,6
4668,30,B,7682,28445,1136,26368,1328,18,7
4669,32,C,3978,13536,791,28631,1664,12,3
4670,37,E,8443,53088,2206,24380,1654,21,7
4671,38,A,5438,32241,1053,39503,1932,19,4
4672,54,A,5431,26314,1132,16890,2130,15,4
4673,45,C,3605,5797,666,41397,1891,11,2
4674,42,B,7440,26226,1086,24645,1254,18,7
4675,47,D,2372,2562,435,25304,1733,13,1
4676,49,D,2096,4341,467,41706,1699,14,1
4677,37,B,6622,25827,1265,37573,1544,19,6
4678,39,B,7047,18033,1080,33575,1728,17,6
4679,26,D,2885,4971,484,22953,1548,12,2
4680,24,D,1561,2909,597,29859,1782,11,0
4681,42,C,3729,8106,1013,36383,1168,15,3
4682,34,C,3946,14200,723,35309,2327,14,2
4683,44,C,4047,8609,766,24321,1603,16,3
4684,50,A,5152,28480,1014,38689,2233,16,3
4685,30,E,7041,60144,1820,18866,2058,20,5
4686,46,A,4265,12479,848,23971,1582,18,3
4687,33,D,2806,6032,447,41148,1532,12,2
4688,43,A,5178,26223,980,17316,2225,18,3
4689,17,D,2650,4882,463,17933,2007,11,1
4690,48,B,7598,28679,1200,34083,2183,14,6
4691,61,D,3911,8244,422,22242,1990,12,2
4692,48,B,5231,19679,1253,17697,1664,17,4
4693,51,D,2173,3184,399,18322,1659,12,1
4694,33,C,3788,10228,827,34839,1922,17,2
4695,42,A,5176,31198,1080,30293,1846,15,4
4696,34,A,5131,19391,1172,28458,1430,17,4
4697,39,C,3755,5039,565,18433,2259,16,2
4698,40,E,8100,1594,1403,21840,1744,18,7
4699,43,A,5732,48667,1266,32337,1872,17,4
4700,51,C,3675,4584,879,16975,1876,15,2
4701,57,B,6515,12705,1110,30248,1907,19,5
4702,33,B,4680,16791,1145,17467,1717,16,3
4703,47,D,3449,4625,476,32843,1699,15,2
4704,37,E,8108,6732,1620,20049,2002,18,7
4705,27,B,6452,24448,1117,24851,1208,14,6
4706,43,C,3237,8337,910,21480,2022,14,2
4707,44,B,6226,19390,1182,29445,1674,18,5
4708,23,A,5022,22032,962,17000,2326,14,3
4709,39,C,3417,1876,685,41476,2092,16,2
4710,48,C,3784,8353,841,40946,1637,13,3
4711,58,C,3346,9011,810,31912,1646,17,2
4712,31,B,8208,40047,1395,25599,1885,17,7
4713,40,D,1333,3348,431,17346,2054,9,0
4714,42,C,3866,6939,812,34329,2058,13,2
4715,39,D,3404,8059,610,32689,2144,14,2
4716,55,A,6111,26917,897,19002,2756,19,4
4717,50,B,7550,17742,1109,24430,1723,15,6
4718,30,A,5441,21938,871,31585,2191,17,4
4719,36,A,6045,16492,1153,19936,2052,13,4
4720,29,B,6915,35346,1270,20655,1592,16,6
4721,33,E,6989,50799,1537,23633,2095,18,5
4722,37,B,7977,13879,1088,38913,1409,21,7
4723,43,C,3407,13445,892,22680,1927,15,2
4724,50,A,5172,21396,1402,31986,1917,16,4
4725,46,B,6829,35346,1145,16097,2001,20,5
4726,29,C,3629,10665,831,38033,2288,14,2
4727,47,D,2693,5725,560,24607,1321,11,2
4728,48,E,8537,26251,2121,31517,1100,17,8
4729,48,E,7519,41223,2161,39157,1503,21,7
4730,41,D,3856,7653,500,30874,2156,9,2
4731,36,D,3212,5574,526,38399,1732,10,2
4732,32,E,7412,61684,1225,39295,1506,16,6
4733,59,B,7757,7497,1062,21293,684,18,8
4734,16,D,2808,5628,519,35945,2177,10,1
4735,32,A,5736,38319,740,30417,1749,18,4
4736,48,D,1603,3569,535,38623,1939,10,0
4737,50,A,4712,25416,874,30774,1584,17,4
4738,16,C,3763,10647,738,41279,1267,13,3
4739,45,A,5194,19678,972,28349,1220,15,4
4740,36,A,4553,25423,1237,36150,2310,18,3
4741,53,D,3571,6104,525,42093,2088,11,2
4742,36,C,3359,1904,834,22542,1285,12,3
4743,55,D,1225,1910,524,36227,1784,13,0
4744,38,E,8223,17453,2189,40313,1600,16,7
4745,37,B,7423,37157,1218,36068,2331,15,6
4746,45,B,8746,15690,1436,29958,1321,19,8
4747,20,E,6253,28440,1747,18730,2032,17,5
4748,33,D,2650,5689,558,25043,1248,12,2
4749,44,B,7022,29700,1269,40980,1838,19,6
4750,50,B,6299,30987,1316,28961,2006,16,5
4751,47,E,8295,70918,1816,30443,1770,20,7
4752,41,D,2377,7197,533,41898,1644,11,1
4753,32,D,1830,2838,543,16889,1871,13,0
4754,26,A,5961,40355,1251,21935,1812,15,5
4755,43,B,4143,12568,1209,24014,2181,16,2
4756,39,A,5007,14104,1399,24301,1486,15,4
4757,43,A,4119,14486,781,32264,1957,17,3
4758,49,A,4314,8817,928,40264,1821,18,3
4759,62,B,8663,29999,1199,27478,1347,16,8
4760,17,C,2946,2979,736,26074,1607,11,2
4761,29,D,1817,2920,589,16675,1582,14,1
4762,44,E,9252,49671,1642,21299,1876,20,8
4763,35,A,5499,25842,794,30224,1571,17,4
4764,42,E,7908,51814,1835,15742,1646,19,7
4765,38,C,3400,5280,646,22969,2176,14,2
4766,48,E,7514,41791,1242,32726,1985,19,6
4767,28,B,7830,5195,1020,22610,2217,15,6
4768,52,A,5709,21214,979,18701,2401,15,4
4769,40,B,7224,7725,1304,40652,1869,15,6
4770,70,A,5734,32652,874,34303,1411,17,5
4771,35,B,8221,23641,1167,19893,1889,15,7
4772,52,E,7406,39320,1501,19709,1410,20,6
4773,34,E,8193,74413,1531,35503,1587,17,7
4774,31,B,6542,23589,1100,24160,1688,22,5
4775,41,D,2800,7127,492,21715,1142,13,2
4776,49,E,8610,56045,1442,25401,1785,17,7
4777,43,B,8075,25560,1170,19466,1210,20,7
4778,29,B,6255,10791,1366,31352,2030,17,5
4779,42,D,1943,3715,500,17659,1737,8,1
4780,37,B,8261,39065,1063,35081,1714,19,7
4781,51,E,7794,38026,1355,39790,1748,17,7
4782,34,C,3079,1722,687,24790,1048,11,3
4783,37,B,9113,19258,1101,36056,1753,15,8
4784,37,C,3704,12899,622,35538,2341,16,2
4785,30,E,6557,39954,1378,16172,1567,21,5
4786,36,B,6465,25128,1262,20791,1770,20,5
4787,57,C,3944,6861,785,32834,1997,19,2
4788,56,A,4794,24347,1144,40808,1590,15,4
4789,40,A,5562,21387,1105,37949,2104,15,4
4790,35,A,5133,12639,1206,31820,1922,19,4
4791,38,E,8575,66428,1094,33727,1596,18,7
4792,49,C,3290,10556,824,22318,1899,14,2
4793,30,D,2892,2635,586,34868,1600,14,2
4794,49,A,4742,21831,1294,35652,1718,15,4
4795,42,E,6328,54749,1575,39997,1900,17,5
4796,44,C,3048,4320,657,37268,1667,12,2
4797,44,C,3858,375,980,27470,2334,15,2
4798,42,D,3190,7668,452,40769,2090,15,2
4799,23,A,5558,22911,896,38759,1275,16,5
4800,38,D,1654,2265,563,38103,976,15,1
4801,35,B,7342,30056,1175,41033,1831,19,6
4802,51,B,6448,16780,1217,37979,2146,16,5
4803,32,C,2752,1374,903,29679,1846,13,1
4804,42,B,5665,23941,1139,35614,1468,16,5
4805,44,E,8660,84405,1124,30112,2066,15,7
4806,66,C,3980,15298,785,31484,2151,17,2
4807,29,,5926,19471,1277,35853,2281,18,4
4808,39,,2228,6862,490,36005,1280,12,1
4809,25,,8240,12420,1200,30095,1063,20,8
4810,36,,2287,4791,579,32323,1580,13,1
4811,50,,2848,6626,466,19430,2009,11,1
4812,34,,5280,19048,1062,42014,2009,16,4
4813,42,,3578,9260,556,33736,1720,14,2
4814,37,,3051,4291,762,36082,1696,15,2
4815,22,,5893,28970,1199,38944,1656,17,5
4816,45,,2919,6317,475,36321,1094,13,2
4817,47,,6924,30961,1179,33374,1084,19,6
4818,45,B,7439,21064,1240,37115,2281,20,6
4819,43,B,8666,40167,1037,26388,1595,16,8
4820,58,C,3862,9820,978,29614,1566,12,3
4821,29,C,3699,7081,807,15728,1623,14,3
4822,34,E,7991,73559,1446,20860,2078,15,6
4823,25,D,2674,5564,511,26607,2201,14,1
4824,63,C,3298,8658,735,36889,1291,17,3
4825,52,C,3178,1882,1076,23173,1745,15,2
4826,46,A,5022,34931,720,34915,1933,16,4
4827,35,E,8313,50316,1497,17478,1586,19,7
4828,39,B,7360,18974,1268,40303,2216,14,6
4829,31,C,3105,2148,1033,25609,1933,14,2
4830,40,D,1454,3573,538,29537,2100,8,0
4831,54,C,4289,13502,426,18337,1843,10,3
4832,39,A,4396,31452,929,30742,2052,17,3
4833,29,C,2576,7925,789,29411,2063,13,1
4834,41,B,5419,27697,1341,32965,2056,18,4
4835,55,E,8237,32839,1126,26474,2100,21,7
4836,54,A,4930,25345,876,37028,2111,16,3
4837,31,A,4660,24436,769,38516,2035,19,3
4838,29,A,4532,29845,913,22801,1758,15,3
4839,35,C,3159,2255,734,22499,1484,8,2
4840,32,D,1005,2353,513,38022,1483,14,0
4841,29,B,8163,25116,1314,18752,1727,22,7
4842,46,E,7302,64636,1922,40009,1754,16,6
4843,53,B,5363,12964,1292,32701,2132,16,4
4844,46,B,7432,10977,1075,26700,1574,18,6
4845,42,A,4980,38261,854,38400,1802,15,4
4846,47,C,3595,1953,693,25284,1779,14,2
4847,29,C,3746,800,682,15840,1045,15,3
4848,40,E,6810,58671,1593,36349,1565,16,6
4849,51,A,4997,25914,1187,29563,1694,18,4
4850,47,D,3245,7444,547,41471,1483,12,2
4851,36,B,6672,28842,1270,30943,927,17,6
4852,47,D,2812,1601,514,36977,2138,12,1
4853,23,C,3487,5319,728,40508,1615,16,2
4854,42,C,4168,1747,679,16167,1655,14,3
4855,58,A,4605,23378,654,20705,1619,16,3
4856,58,C,3809,11102,748,38107,1541,16,3
4857,18,D,2678,1397,515,30846,1880,11,1
4858,41,B,6547,19795,1333,34799,1557,19,5
4859,26,C,4187,10712,807,17977,2085,14,3
4860,40,D,2575,3656,461,37812,2003,13,1
4861,44,B,7078,18604,1213,21126,2516,20,5
4862,60,A,4299,13905,839,18292,1732,19,3
4863,47,C,3264,4456,918,19535,2466,15,1
4864,43,B,7442,25485,1174,34540,1834,19,6
4865,49,A,5350,25372,1158,24258,1617,15,4
4866,29,E,8341,25534,2254,34187,1224,16,8
4867,48,A,4011,18179,972,16098,1828,17,3
4868,34,D,3500,5491,561,17789,1614,13,2
4869,57,D,1727,4417,544,18199,2195,7,0
4870,41,A,4037,19362,1075,36919,1680,19,3
4871,46,B,7569,25400,1258,20915,1765,15,6
4872,44,B,6884,15475,996,25891,1345,21,6
4873,44,B,6265,21010,1244,36473,1666,17,5
4874,32,B,5511,11533,1184,40271,1215,15,5
4875,41,D,3946,12456,511,39019,1372,13,3
4876,53,A,4860,35739,832,31086,2362,18,3
4877,36,E,7117,36610,2104,27000,1576,17,6
4878,45,B,6283,11126,913,24046,1335,19,5
4879,30,C,3360,2001,943,37919,1952,20,2
4880,45,E,7259,42973,1691,33647,871,20,7
4881,51,E,8447,50430,1618,33750,1385,18,8
4882,46,D,2237,4110,559,20752,2573,10,0
4883,42,C,3330,11696,775,24464,1876,17,2
4884,53,B,6300,32598,1172,37861,1419,17,5
4885,46,B,4819,14998,1161,19713,1799,14,4
4886,24,B,6860,29845,1269,20530,1817,16,6
4887,43,B,7915,29000,1167,29046,2008,18,6
4888,42,C,4134,4847,881,21988,1641,12,3
4889,55,D,2172,4102,513,21890,1315,16,1
4890,45,A,4951,30724,1005,38945,1961,17,3
4891,28,D,2606,6470,513,24145,1458,13,2
4892,56,B,7540,18053,1212,32809,1777,17,6
4893,43,D,1180,2154,531,28752,1841,16,0
4894,28,D,1846,4285,495,33238,1605,12,1
4895,45,D,2790,3918,535,24931,1902,11,1
4896,23,D,2319,4424,529,24380,1377,11,1
4897,44,B,8081,32616,1162,16836,1108,19,7
4898,52,E,9144,11450,1978,20964,1843,17,8
4899,31,B,8688,37575,1337,37065,1393,16,8
4900,41,C,3122,5808,844,29539,1726,13,2
4901,33,C,3624,12646,493,28061,1825,13,2
4902,38,A,4961,36019,821,38928,1246,13,4
4903,29,A,4969,27482,1330,41792,2313,15,3
4904,38,D,2088,4407,489,23378,1637,12,1
4905,29,B,6327,23458,1090,35818,2050,15,5
4906,44,C,3090,5403,670,39842,1667,11,2
4907,45,B,6302,23996,1113,32545,2169,18,5
4908,44,E,7076,48623,1205,27830,1453,17,6
4909,50,A,4484,30911,1211,17286,1625,16,3
4910,43,E,6212,22034,2437,30275,1743,17,5
4911,35,C,2866,331,624,23142,1817,13,2
4912,2,E,8488,94033,2238,28462,1574,19,7
4913,45,C,3301,5825,703,17146,1296,12,3
4914,51,D,2430,4490,510,39969,1958,15,1
4915,58,B,8226,16179,1223,21625,2738,15,6
4916,26,C,3814,2805,597,36246,1039,14,3
4917,31,C,3928,1010,992,26014,1746,10,3
4918,37,C,3276,14057,783,29415,1549,15,2
4919,38,C,3724,4905,716,25354,1990,14,2
4920,37,D,2453,6096,442,17638,1582,12,1
4921,38,A,5591,40011,905,40323,1146,15,5
4922,54,D,1786,3152,369,39626,1299,14,1
4923,45,E,8432,47246,1768,30087,1335,18,8
4924,54,D,2157,3740,407,20905,1200,10,1
4925,39,D,2718,5747,379,24585,1874,13,1
4926,52,C,3693,6713,857,27803,1482,13,3
4927,47,A,5033,25980,1014,25019,1996,21,4
4928,65,B,7157,15783,1301,25660,1738,18,6
4929,44,C,3737,1548,753,19450,1638,16,3
4930,40,C,3475,7169,474,18932,1706,16,2
4931,27,D,2673,5946,533,38503,1503,12,2
4932,57,E,7090,23584,1369,29527,1819,18,6
4933,37,E,8163,84798,2089,32220,2481,21,6
4934,25,A,5204,13108,822,19572,1781,16,4
4935,53,C,3341,7447,786,35748,1587,19,2
4936,26,C,3347,10011,842,31227,1247,14,3
4937,47,D,3030,7487,394,31536,2326,9,1
4938,36,C,3772,3438,887,40729,1024,19,3
4939,35,B,7233,22815,1144,26017,1182,16,7
4940,37,A,5277,7844,447,32962,1969,15,4
4941,50,A,4239,18878,1215,16546,1628,16,3
4942,49,D,1696,3016,452,38629,1942,11,0
4943,12,A,5698,18044,1214,24528,1840,16,4
4944,29,A,5289,41304,981,28426,1778,14,4
4945,39,C,3401,5471,797,39548,1979,13,2
4946,39,A,5504,27435,1093,17944,2004,16,4
4947,44,D,2169,2965,477,33187,1476,16,1
4948,42,B,7867,18596,1166,37256,1894,19,6
4949,41,D,3314,6785,593,15867,1554,11,2
4950,23,E,7858,48435,1812,34042,1243,19,7
4951,35,C,3496,7436,948,16652,1632,13,2
4952,21,C,2860,5056,758,16560,2008,15,1
4953,23,D,2871,5925,524,31887,1386,12,2
4954,52,D,3516,5269,547,29191,1763,14,2
4955,45,A,4991,35540,1293,33610,1679,17,4
4956,23,B,6337,18124,1245,16407,1660,18,5
4957,30,C,3454,2984,852,33155,1857,13,2
4958,49,B,8257,32619,1046,34238,2002,18,7
4959,48,D,3885,6545,405,26196,1344,14,3
4960,43,C,2717,9051,789,37644,2140,15,1
4961,32,C,2726,4143,859,41082,1118,15,2
4962,27,C,3549,4914,802,25744,1611,18,2
4963,55,B,5255,12697,1288,39184,1545,20,4
4964,39,C,3757,13003,571,40594,1638,11,3
4965,24,E,6761,53522,1349,40570,1485,16,6
4966,35,C,3139,7411,722,16833,2157,18,1
4967,50,D,2570,5516,469,39635,1811,12,1
4968,39,C,4328,10992,787,38278,1372,15,3
4969,42,A,4555,17658,1173,37409,1347,14,4
4970,34,D,3115,6432,523,22579,1977,14,2
4971,35,B,7861,35407,1208,16464,2146,19,6
4972,42,E,7003,29609,1995,18390,1891,17,6
4973,22,A,4488,25664,944,30320,1473,15,4
4974,34,E,7207,57696,1932,18837,1794,17,6
4975,38,C,3762,6464,870,22508,1535,15,3
4976,21,E,6127,38626,1237,22560,1527,18,5
4977,53,C,3582,1593,879,20450,1283,15,3
4978,48,B,6285,23881,1175,21692,1934,17,5
4979,40,B,6610,7364,1150,33182,1583,17,6
4980,50,E,6941,44,1759,35594,2133,20,5
4981,38,C,3222,6358,662,22533,1468,14,2
4982,62,B,5854,13074,1168,23183,1373,16,5
4983,31,B,5765,24460,1055,30735,1615,15,5
4984,55,C,4108,3374,702,20885,1460,13,3
4985,53,E,7564,29919,2409,33725,1355,17,7
4986,43,B,7189,24832,1278,16001,1427,19,6
4987,45,D,3274,8714,540,17793,1578,12,2
4988,47,A,5248,40820,1061,39484,2171,18,4
4989,34,A,4087,22624,1172,18597,1788,15,3
4990,57,E,8215,51700,1370,38049,2208,20,7
4991,30,C,3124,2414,780,24270,1737,14,2
4992,42,E,8301,49940,2054,31123,1734,17,7
4993,37,C,3208,7732,893,31410,1392,12,2
4994,54,C,3490,9363,800,41214,1853,15,2
4995,31,C,3521,8474,816,16038,1846,14,2
4996,47,A,5309,19533,1426,17938,1296,18,5
4997,50,A,4933,42862,1263,17255,1380,14,4
4998,26,D,3555,9295,432,27244,1921,10,2
4999,45,B,7608,21783,1063,25358,969,20,7
5000,42,A,3624,13851,1064,30434,2198,18,2
5001,38,A,6067,22790,826,36433,2018,16,5
5002,56,E,8992,57093,1612,26773,1760,16,8
5003,34,C,4005,8387,875,39915,1664,13,3
5004,42,B,8476,17470,1188,20112,1946,20,7
5005,53,D,1935,7058,516,26661,1432,13,1
5006,24,B,6672,29187,1245,22599,2275,19,5
5007,47,E,9122,41624,1411,19505,1898,20,8
5008,47,A,5040,17882,1028,33582,1578,18,4
5009,39,A,4311,17068,805,22219,1399,17,3
5010,45,A,5165,20641,1070,24516,1861,18,4
5011,46,B,6622,31526,1193,27769,1563,15,6
5012,41,C,3391,2189,822,24191,1450,13,2
5013,48,C,2916,7399,682,29065,1763,14,2
5014,43,D,1611,3734,568,15621,1947,13,0
5015,46,B,8151,42335,1156,34536,1078,18,8
5016,40,A,5905,20580,1067,39552,1799,18,5
5017,19,A,5262,32349,1480,41439,1690,19,4
5018,25,E,7387,73350,2358,32875,1910,17,6
5019,37,E,8055,16771,1363,36109,1878,19,7
5020,35,B,6292,12950,1198,28933,1788,16,5
5021,45,B,6834,10303,1151,16090,2149,19,5
5022,37,A,4862,22025,961,28992,1673,17,4
5023,34,A,4483,19073,1049,23693,1706,16,3
5024,25,B,7379,19459,1065,15648,1655,18,6
5025,45,C,3263,9012,601,25555,1610,13,2
5026,36,E,8530,64437,2025,27227,1813,15,7
5027,44,C,3466,4494,769,28006,1725,17,2
5028,52,C,3376,1662,598,16723,1858,15,2
5029,35,C,2790,8406,763,19599,1808,15,1
5030,42,B,6762,28096,1266,40175,2084,15,5
5031,37,B,5132,24122,1091,17374,1512,17,4
5032,57,A,4669,33050,855,20773,1755,17,3
5033,47,C,3300,5718,975,28535,2207,15,2
5034,43,A,5481,21370,869,28902,1947,15,4
5035,46,E,8090,34927,1522,25065,1568,18,7
5036,33,A,4713,19724,795,29145,2290,15,3
5037,41,D,939,1148,452,32536,2044,12,0
5038,38,A,4926,23253,1226,18125,2394,18,3
5039,39,C,3720,8759,680,24227,1822,13,2
5040,33,B,6129,23370,1309,16114,1895,18,5
5041,37,B,6476,25384,1259,28014,1786,19,5
5042,27,B,5473,20332,1304,19507,1641,17,4
5043,43,C,3334,452,676,16069,2389,11,1
5044,49,D,1669,2051,434,32330,1413,12,1
5045,37,A,4769,33761,594,18062,1973,14,3
5046,64,D,1798,3281,472,33319,1446,11,1
5047,36,D,2299,3235,527,34231,2273,13,1
5048,49,D,1851,3265,441,24270,1430,16,1
5049,50,C,3749,7736,815,19742,2295,14,2
5050,33,B,7078,15416,1436,36935,1820,16,6
5051,29,C,3579,421,754,27998,2502,15,2
5052,41,D,2857,6522,474,17162,1889,11,1
5053,68,B,8130,22265,1256,39348,1570,15,7
5054,51,B,9392,23301,1298,20433,2277,20,8
5055,39,A,5517,29846,898,29452,2263,15,4
5056,42,B,7283,11354,1222,28389,1350,17,6
5057,44,C,3177,9203,659,22138,2215,16,1
5058,45,C,3925,6378,905,31135,1538,12,3
5059,27,B,5367,12176,1209,27055,2009,14,4
5060,48,C,3154,6757,737,16504,1461,15,2
5061,7,B,6156,6582,1390,19161,1026,18,6
5062,44,E,7855,69666,1258,39559,1830,19,7
5063,46,C,3101,1444,768,15790,1814,12,2
5064,33,E,7762,49807,1620,27780,1469,19,7
5065,43,D,2945,8213,416,21748,1122,13,2
5066,29,C,3378,4211,831,24496,1541,10,2
5067,30,C,2911,4355,878,35484,2303,14,1
5068,45,E,7659,58333,1493,34646,1300,16,7
5069,58,C,3693,5162,773,29562,1554,16,3
5070,40,E,8273,64366,1543,39298,2174,18,7
5071,35,E,7885,9029,1593,29803,1560,20,7
5072,46,B,6600,31569,1247,19904,1346,18,6
5073,52,A,4525,17406,1027,22448,1771,17,3
5074,49,C,3656,7303,775,27181,1535,15,3
5075,51,D,2468,5959,461,33035,2222,13,1
5076,55,D,1177,3376,508,36761,1905,12,0
5077,32,B,6745,14921,1189,22297,1843,15,5
5078,47,C,2938,7015,785,35908,1197,18,2
5079,34,C,3769,17276,584,18749,1022,14,3
5080,29,A,4760,28213,1230,34693,1562,14,4
5081,39,E,7465,43876,2229,26240,1870,23,6
5082,49,D,2220,4478,539,27206,1499,11,1
5083,37,E,7962,18129,1920,17483,1564,18,7
5084,31,C,3477,7251,1006,18968,2236,16,2
5085,45,C,3503,8079,699,30445,1817,18,2
5086,35,B,7752,30535,1172,38619,1513,22,7
5087,40,D,3201,4309,422,23412,1538,11,2
5088,53,E,8726,68342,1637,39064,1656,18,8
5089,41,E,7472,38322,1652,22776,1614,18,6
5090,38,C,3913,4441,687,26009,2210,15,2
5091,30,D,3724,7312,538,21054,2045,13,2
5092,52,D,2009,2359,451,20220,1990,10,1
5093,50,B,8493,12902,1301,21057,1714,16,7
5094,40,D,2552,4256,458,22293,1358,13,2
5095,35,A,5160,21064,904,36221,2191,13,3
5096,38,B,6857,24736,1047,32285,1658,16,6
5097,42,E,7405,23143,2429,21436,1711,20,6
5098,45,D,2525,3138,475,28713,1417,12,2
5099,53,A,5725,25066,988,32684,2214,16,4
5100,38,D,2966,8177,512,31003,1441,10,2
5101,22,C,3561,11230,970,23716,1146,13,3
5102,31,A,5513,24914,573,34976,2393,16,4
5103,46,C,3786,260,732,31417,1876,14,2
5104,48,C,3926,543,982,25087,1661,16,3
5105,27,C,3390,5092,783,40642,1569,14,2
5106,30,D,2320,4398,603,38042,1531,12,1
5107,40,E,7591,31627,1454,24100,1269,14,7
5108,39,C,3024,6987,854,26086,1629,13,2
5109,55,E,6257,72542,1126,26924,2026,20,5
5110,52,E,7788,27807,1601,37744,1503,18,7
5111,42,C,3438,8269,919,29779,1084,14,3
5112,38,A,4926,14300,1170,20677,2288,16,3
5113,31,A,5430,33787,739,26862,1517,15,4
5114,45,E,9409,6688,1840,29975,1776,16,8
5115,33,C,3602,6130,673,39476,1924,14,2
5116,48,E,7018,53377,1458,16303,1117,20,6
5117,30,E,8277,79941,1522,40141,1577,16,7
5118,38,E,7561,39980,1503,25993,1804,22,6
5119,50,D,1858,5149,502,28919,1625,11,1
5120,43,B,6946,20902,1188,41488,2134,17,5
5121,29,E,7400,62685,1544,31731,1770,15,6
5122,32,C,3714,2172,930,33096,1778,12,2
5123,12,A,3992,8178,1069,20010,1499,16,3
5124,40,E,7888,23196,1494,40836,2280,16,6
5125,25,C,3828,9906,761,17917,1828,14,2
5126,25,E,7343,43437,2046,26694,1257,19,7
5127,68,B,7649,7732,1285,40156,1565,22,7
5128,41,A,4514,22128,1052,18868,1525,20,3
5129,38,E,7818,55473,2118,20911,1837,22,6
5130,51,D,3206,7993,477,38023,1894,15,2
5131,34,C,3953,10761,927,26838,1952,17,3
5132,42,C,3446,9565,851,37931,1864,14,2
5133,24,D,2545,3733,528,16728,1913,13,1
5134,30,C,3251,9694,715,37614,2082,16,2
5135,41,C,3035,9421,872,35212,1452,17,2
5136,36,C,3352,12279,865,19188,1573,15,2
5137,32,D,2710,6039,388,17281,1649,14,2
5138,52,B,5976,14624,1073,23059,1221,18,5
5139,42,C,3329,10766,880,25014,1225,13,3
5140,39,D,1845,4874,432,17059,2071,13,0
5141,31,A,4365,19871,580,29610,1442,14,3
5142,39,C,3564,8538,,,2514,18,2
